property;value;
upperBody;0.243306;
hip;0.152263;
lowerBody;0.338539;
body;0.581805;
lowerLegLeft;0.268547;
upperLegLeft;0.444115;
upperLegRight;0.396181;
lowerLegRight;0.36459;
forearmLeft;0.233293;
upperarmLeft;0.272534;
shoulderHalfLeft;0.181543;
neck;0.0781995;
shoulderHalfRight;0.202173;
upperarmRight;0.213566;
forearmRight;0.200114;
shoulder;0.365106;
upperBody;0.243531;
hip;0.15223;
lowerBody;0.338748;
body;0.582241;
lowerLegLeft;0.268559;
upperLegLeft;0.44435;
upperLegRight;0.395913;
lowerLegRight;0.364927;
forearmLeft;0.233328;
upperarmLeft;0.272547;
shoulderHalfLeft;0.181836;
neck;0.0782381;
shoulderHalfRight;0.202183;
upperarmRight;0.214051;
forearmRight;0.200132;
shoulder;0.364993;
upperBody;0.243644;
hip;0.152187;
lowerBody;0.33884;
body;0.582447;
lowerLegLeft;0.267531;
upperLegLeft;0.444293;
upperLegRight;0.396363;
lowerLegRight;0.363817;
forearmLeft;0.23339;
upperarmLeft;0.272567;
shoulderHalfLeft;0.18199;
neck;0.0782562;
shoulderHalfRight;0.202319;
upperarmRight;0.21434;
forearmRight;0.200148;
shoulder;0.364957;
upperBody;0.243707;
hip;0.152137;
lowerBody;0.338895;
body;0.582564;
lowerLegLeft;0.267531;
upperLegLeft;0.444488;
upperLegRight;0.397227;
lowerLegRight;0.36304;
forearmLeft;0.23324;
upperarmLeft;0.272924;
shoulderHalfLeft;0.182055;
neck;0.0782939;
shoulderHalfRight;0.202384;
upperarmRight;0.21424;
forearmRight;0.20014;
shoulder;0.364803;
upperBody;0.2438;
hip;0.152094;
lowerBody;0.338965;
body;0.582728;
lowerLegLeft;0.267704;
upperLegLeft;0.444467;
upperLegRight;0.396146;
lowerLegRight;0.364122;
forearmLeft;0.233287;
upperarmLeft;0.272923;
shoulderHalfLeft;0.182197;
neck;0.0783051;
shoulderHalfRight;0.203893;
upperarmRight;0.212564;
forearmRight;0.200153;
shoulder;0.36677;
upperBody;0.243847;
hip;0.15212;
lowerBody;0.339015;
body;0.582825;
lowerLegLeft;0.267788;
upperLegLeft;0.444544;
upperLegRight;0.395682;
lowerLegRight;0.364729;
forearmLeft;0.233313;
upperarmLeft;0.273138;
shoulderHalfLeft;0.181834;
neck;0.0783074;
shoulderHalfRight;0.203742;
upperarmRight;0.212799;
forearmRight;0.200145;
shoulder;0.366172;
upperBody;0.243874;
hip;0.152099;
lowerBody;0.339072;
body;0.582909;
lowerLegLeft;0.268237;
upperLegLeft;0.444446;
upperLegRight;0.395313;
lowerLegRight;0.365319;
forearmLeft;0.233312;
upperarmLeft;0.273435;
shoulderHalfLeft;0.181442;
neck;0.0783218;
shoulderHalfRight;0.203588;
upperarmRight;0.213093;
forearmRight;0.200145;
shoulder;0.365614;
upperBody;0.243922;
hip;0.152072;
lowerBody;0.339122;
body;0.583006;
lowerLegLeft;0.268454;
upperLegLeft;0.444838;
upperLegRight;0.396026;
lowerLegRight;0.365348;
forearmLeft;0.233323;
upperarmLeft;0.273649;
shoulderHalfLeft;0.181087;
neck;0.0783033;
shoulderHalfRight;0.203477;
upperarmRight;0.213307;
forearmRight;0.200148;
shoulder;0.365147;
upperBody;0.243854;
hip;0.152139;
lowerBody;0.339041;
body;0.582858;
lowerLegLeft;0.268877;
upperLegLeft;0.444791;
upperLegRight;0.396752;
lowerLegRight;0.365024;
forearmLeft;0.233365;
upperarmLeft;0.273825;
shoulderHalfLeft;0.180834;
neck;0.0783031;
shoulderHalfRight;0.203303;
upperarmRight;0.213481;
forearmRight;0.200139;
shoulder;0.364725;
upperBody;0.243858;
hip;0.152122;
lowerBody;0.339075;
body;0.582896;
lowerLegLeft;0.268731;
upperLegLeft;0.444838;
upperLegRight;0.39739;
lowerLegRight;0.364369;
forearmLeft;0.233398;
upperarmLeft;0.273906;
shoulderHalfLeft;0.180853;
neck;0.0782411;
shoulderHalfRight;0.204359;
upperarmRight;0.211772;
forearmRight;0.200139;
shoulder;0.366372;
upperBody;0.243646;
hip;0.1522;
lowerBody;0.338684;
body;0.582292;
lowerLegLeft;0.268673;
upperLegLeft;0.445504;
upperLegRight;0.398955;
lowerLegRight;0.363467;
forearmLeft;0.233442;
upperarmLeft;0.274048;
shoulderHalfLeft;0.180721;
neck;0.0782241;
shoulderHalfRight;0.204046;
upperarmRight;0.212103;
forearmRight;0.200153;
shoulder;0.365817;
upperBody;0.243621;
hip;0.15225;
lowerBody;0.3387;
body;0.582284;
lowerLegLeft;0.26833;
upperLegLeft;0.445697;
upperLegRight;0.398222;
lowerLegRight;0.363976;
forearmLeft;0.23346;
upperarmLeft;0.274123;
shoulderHalfLeft;0.180663;
neck;0.0782181;
shoulderHalfRight;0.203777;
upperarmRight;0.212431;
forearmRight;0.200153;
shoulder;0.365403;
upperBody;0.243609;
hip;0.152202;
lowerBody;0.338703;
body;0.582275;
lowerLegLeft;0.267598;
upperLegLeft;0.445178;
upperLegRight;0.398543;
lowerLegRight;0.36271;
forearmLeft;0.239555;
upperarmLeft;0.269308;
shoulderHalfLeft;0.180474;
neck;0.0782078;
shoulderHalfRight;0.20349;
upperarmRight;0.212666;
forearmRight;0.200169;
shoulder;0.364894;
upperBody;0.243589;
hip;0.152267;
lowerBody;0.338655;
body;0.582206;
lowerLegLeft;0.267743;
upperLegLeft;0.445363;
upperLegRight;0.398887;
lowerLegRight;0.362573;
forearmLeft;0.238672;
upperarmLeft;0.270079;
shoulderHalfLeft;0.180326;
neck;0.0782027;
shoulderHalfRight;0.203321;
upperarmRight;0.212977;
forearmRight;0.200177;
shoulder;0.364546;
upperBody;0.243571;
hip;0.1523;
lowerBody;0.338627;
body;0.582161;
lowerLegLeft;0.26766;
upperLegLeft;0.445711;
upperLegRight;0.398407;
lowerLegRight;0.363225;
forearmLeft;0.238151;
upperarmLeft;0.270665;
shoulderHalfLeft;0.180159;
neck;0.078181;
shoulderHalfRight;0.20317;
upperarmRight;0.212908;
forearmRight;0.200184;
shoulder;0.364252;
upperBody;0.243525;
hip;0.152309;
lowerBody;0.33855;
body;0.582038;
lowerLegLeft;0.267722;
upperLegLeft;0.44582;
upperLegRight;0.398698;
lowerLegRight;0.363276;
forearmLeft;0.237774;
upperarmLeft;0.271083;
shoulderHalfLeft;0.180026;
neck;0.0781564;
shoulderHalfRight;0.202999;
upperarmRight;0.213056;
forearmRight;0.200187;
shoulder;0.363978;
upperBody;0.243476;
hip;0.152285;
lowerBody;0.338519;
body;0.581957;
lowerLegLeft;0.267228;
upperLegLeft;0.446209;
upperLegRight;0.398838;
lowerLegRight;0.362961;
forearmLeft;0.237324;
upperarmLeft;0.27138;
shoulderHalfLeft;0.179979;
neck;0.0780795;
shoulderHalfRight;0.202746;
upperarmRight;0.213621;
forearmRight;0.200191;
shoulder;0.363844;
upperBody;0.243327;
hip;0.152297;
lowerBody;0.338457;
body;0.581748;
lowerLegLeft;0.267051;
upperLegLeft;0.446352;
upperLegRight;0.398554;
lowerLegRight;0.363181;
forearmLeft;0.236961;
upperarmLeft;0.27149;
shoulderHalfLeft;0.180492;
neck;0.0780672;
shoulderHalfRight;0.202608;
upperarmRight;0.213694;
forearmRight;0.200197;
shoulder;0.363934;
upperBody;0.243298;
hip;0.152314;
lowerBody;0.338443;
body;0.581705;
lowerLegLeft;0.267135;
upperLegLeft;0.446205;
upperLegRight;0.399227;
lowerLegRight;0.362568;
forearmLeft;0.236578;
upperarmLeft;0.271898;
shoulderHalfLeft;0.180372;
neck;0.0780346;
shoulderHalfRight;0.202386;
upperarmRight;0.213655;
forearmRight;0.200205;
shoulder;0.363793;
upperBody;0.243213;
hip;0.152302;
lowerBody;0.338385;
body;0.581563;
lowerLegLeft;0.267176;
upperLegLeft;0.446117;
upperLegRight;0.399257;
lowerLegRight;0.362587;
forearmLeft;0.236502;
upperarmLeft;0.271979;
shoulderHalfLeft;0.180295;
neck;0.0779904;
shoulderHalfRight;0.202296;
upperarmRight;0.213344;
forearmRight;0.200222;
shoulder;0.363677;
upperBody;0.24314;
hip;0.152272;
lowerBody;0.338357;
body;0.581461;
lowerLegLeft;0.267211;
upperLegLeft;0.446154;
upperLegRight;0.399502;
lowerLegRight;0.362442;
forearmLeft;0.236366;
upperarmLeft;0.272075;
shoulderHalfLeft;0.18016;
neck;0.0779627;
shoulderHalfRight;0.20223;
upperarmRight;0.213391;
forearmRight;0.200235;
shoulder;0.36356;
upperBody;0.243101;
hip;0.152292;
lowerBody;0.338201;
body;0.581267;
lowerLegLeft;0.267265;
upperLegLeft;0.446285;
upperLegRight;0.399943;
lowerLegRight;0.362224;
forearmLeft;0.236211;
upperarmLeft;0.272269;
shoulderHalfLeft;0.180048;
neck;0.0779633;
shoulderHalfRight;0.202175;
upperarmRight;0.21422;
forearmRight;0.200246;
shoulder;0.363426;
upperBody;0.243106;
hip;0.152286;
lowerBody;0.338228;
body;0.581299;
lowerLegLeft;0.267334;
upperLegLeft;0.446282;
upperLegRight;0.39992;
lowerLegRight;0.362291;
forearmLeft;0.236178;
upperarmLeft;0.272313;
shoulderHalfLeft;0.179941;
neck;0.0779057;
shoulderHalfRight;0.20199;
upperarmRight;0.213553;
forearmRight;0.200247;
shoulder;0.363338;
upperBody;0.242976;
hip;0.152286;
lowerBody;0.33818;
body;0.581122;
lowerLegLeft;0.267371;
upperLegLeft;0.446281;
upperLegRight;0.399981;
lowerLegRight;0.362368;
forearmLeft;0.236025;
upperarmLeft;0.272607;
shoulderHalfLeft;0.179768;
neck;0.0778994;
shoulderHalfRight;0.20315;
upperarmRight;0.21195;
forearmRight;0.200261;
shoulder;0.365044;
upperBody;0.242929;
hip;0.152246;
lowerBody;0.33809;
body;0.580985;
lowerLegLeft;0.267439;
upperLegLeft;0.44643;
upperLegRight;0.400232;
lowerLegRight;0.362324;
forearmLeft;0.235925;
upperarmLeft;0.272642;
shoulderHalfLeft;0.179744;
neck;0.0778915;
shoulderHalfRight;0.202838;
upperarmRight;0.212312;
forearmRight;0.200289;
shoulder;0.36462;
upperBody;0.242908;
hip;0.152252;
lowerBody;0.338082;
body;0.580956;
lowerLegLeft;0.266287;
upperLegLeft;0.446448;
upperLegRight;0.39963;
lowerLegRight;0.363913;
forearmLeft;0.235838;
upperarmLeft;0.272785;
shoulderHalfLeft;0.179654;
neck;0.0778919;
shoulderHalfRight;0.202641;
upperarmRight;0.212613;
forearmRight;0.200303;
shoulder;0.364278;
upperBody;0.242903;
hip;0.152266;
lowerBody;0.338076;
body;0.580945;
lowerLegLeft;0.266643;
upperLegLeft;0.446427;
upperLegRight;0.399843;
lowerLegRight;0.363729;
forearmLeft;0.235708;
upperarmLeft;0.272765;
shoulderHalfLeft;0.179666;
neck;0.0778597;
shoulderHalfRight;0.202375;
upperarmRight;0.212784;
forearmRight;0.200326;
shoulder;0.36403;
upperBody;0.242847;
hip;0.15235;
lowerBody;0.338032;
body;0.580847;
lowerLegLeft;0.266576;
upperLegLeft;0.446445;
upperLegRight;0.400577;
lowerLegRight;0.362748;
forearmLeft;0.23565;
upperarmLeft;0.27283;
shoulderHalfLeft;0.179822;
neck;0.0778639;
shoulderHalfRight;0.202051;
upperarmRight;0.213147;
forearmRight;0.200353;
shoulder;0.36381;
upperBody;0.24285;
hip;0.152356;
lowerBody;0.338042;
body;0.58086;
lowerLegLeft;0.26593;
upperLegLeft;0.447038;
upperLegRight;0.400617;
lowerLegRight;0.362384;
forearmLeft;0.235449;
upperarmLeft;0.272899;
shoulderHalfLeft;0.179698;
neck;0.0778667;
shoulderHalfRight;0.201932;
upperarmRight;0.213286;
forearmRight;0.200366;
shoulder;0.363539;
upperBody;0.242853;
hip;0.152348;
lowerBody;0.338062;
body;0.580883;
lowerLegLeft;0.267105;
upperLegLeft;0.447062;
upperLegRight;0.400827;
lowerLegRight;0.361591;
forearmLeft;0.235342;
upperarmLeft;0.272947;
shoulderHalfLeft;0.179674;
neck;0.0778641;
shoulderHalfRight;0.201832;
upperarmRight;0.213459;
forearmRight;0.200418;
shoulder;0.363392;
upperBody;0.242846;
hip;0.152358;
lowerBody;0.33805;
body;0.580865;
lowerLegLeft;0.267427;
upperLegLeft;0.447174;
upperLegRight;0.400871;
lowerLegRight;0.362032;
forearmLeft;0.235244;
upperarmLeft;0.272959;
shoulderHalfLeft;0.179674;
neck;0.0778297;
shoulderHalfRight;0.201658;
upperarmRight;0.213741;
forearmRight;0.200425;
shoulder;0.363242;
upperBody;0.242768;
hip;0.152365;
lowerBody;0.338018;
body;0.580754;
lowerLegLeft;0.267544;
upperLegLeft;0.447108;
upperLegRight;0.400631;
lowerLegRight;0.362157;
forearmLeft;0.235168;
upperarmLeft;0.272955;
shoulderHalfLeft;0.179671;
neck;0.0778281;
shoulderHalfRight;0.201565;
upperarmRight;0.214457;
forearmRight;0.200422;
shoulder;0.36313;
upperBody;0.242761;
hip;0.152382;
lowerBody;0.337997;
body;0.580726;
lowerLegLeft;0.267493;
upperLegLeft;0.447185;
upperLegRight;0.400751;
lowerLegRight;0.361971;
forearmLeft;0.23512;
upperarmLeft;0.273002;
shoulderHalfLeft;0.179626;
neck;0.0778205;
shoulderHalfRight;0.201472;
upperarmRight;0.214789;
forearmRight;0.200446;
shoulder;0.362979;
upperBody;0.242746;
hip;0.152412;
lowerBody;0.338003;
body;0.580717;
lowerLegLeft;0.267194;
upperLegLeft;0.447144;
upperLegRight;0.399676;
lowerLegRight;0.362675;
forearmLeft;0.23485;
upperarmLeft;0.272996;
shoulderHalfLeft;0.179623;
neck;0.0778248;
shoulderHalfRight;0.201312;
upperarmRight;0.215009;
forearmRight;0.200466;
shoulder;0.362848;
upperBody;0.242746;
hip;0.152237;
lowerBody;0.338095;
body;0.580808;
lowerLegLeft;0.267205;
upperLegLeft;0.44685;
upperLegRight;0.399346;
lowerLegRight;0.362662;
forearmLeft;0.234817;
upperarmLeft;0.272845;
shoulderHalfLeft;0.179707;
neck;0.0778151;
shoulderHalfRight;0.201158;
upperarmRight;0.21534;
forearmRight;0.200487;
shoulder;0.362812;
upperBody;0.242705;
hip;0.152235;
lowerBody;0.338062;
body;0.580734;
lowerLegLeft;0.267218;
upperLegLeft;0.446818;
upperLegRight;0.39932;
lowerLegRight;0.36271;
forearmLeft;0.234713;
upperarmLeft;0.272827;
shoulderHalfLeft;0.179742;
neck;0.0778145;
shoulderHalfRight;0.201049;
upperarmRight;0.215533;
forearmRight;0.200488;
shoulder;0.362747;
upperBody;0.242693;
hip;0.152191;
lowerBody;0.338056;
body;0.580715;
lowerLegLeft;0.267227;
upperLegLeft;0.446697;
upperLegRight;0.398578;
lowerLegRight;0.363236;
forearmLeft;0.234596;
upperarmLeft;0.272534;
shoulderHalfLeft;0.179849;
neck;0.0778164;
shoulderHalfRight;0.200942;
upperarmRight;0.215932;
forearmRight;0.200469;
shoulder;0.362751;
upperBody;0.242685;
hip;0.152154;
lowerBody;0.338058;
body;0.580708;
lowerLegLeft;0.26769;
upperLegLeft;0.446437;
upperLegRight;0.399027;
lowerLegRight;0.362948;
forearmLeft;0.234567;
upperarmLeft;0.272233;
shoulderHalfLeft;0.179875;
neck;0.0778224;
shoulderHalfRight;0.200869;
upperarmRight;0.215615;
forearmRight;0.200473;
shoulder;0.362727;
upperBody;0.242697;
hip;0.15208;
lowerBody;0.338098;
body;0.58076;
lowerLegLeft;0.267519;
upperLegLeft;0.446381;
upperLegRight;0.398171;
lowerLegRight;0.363363;
forearmLeft;0.234512;
upperarmLeft;0.272064;
shoulderHalfLeft;0.179923;
neck;0.0778165;
shoulderHalfRight;0.200811;
upperarmRight;0.215518;
forearmRight;0.200485;
shoulder;0.3627;
upperBody;0.242666;
hip;0.152207;
lowerBody;0.338031;
body;0.580662;
lowerLegLeft;0.267447;
upperLegLeft;0.446626;
upperLegRight;0.397798;
lowerLegRight;0.363938;
forearmLeft;0.234458;
upperarmLeft;0.271825;
shoulderHalfLeft;0.179941;
neck;0.0778274;
shoulderHalfRight;0.200745;
upperarmRight;0.214715;
forearmRight;0.200492;
shoulder;0.362664;
upperBody;0.242697;
hip;0.152144;
lowerBody;0.338114;
body;0.580776;
lowerLegLeft;0.267296;
upperLegLeft;0.446481;
upperLegRight;0.397815;
lowerLegRight;0.363575;
forearmLeft;0.234435;
upperarmLeft;0.271657;
shoulderHalfLeft;0.179987;
neck;0.0778246;
shoulderHalfRight;0.201876;
upperarmRight;0.213043;
forearmRight;0.200493;
shoulder;0.364576;
upperBody;0.242685;
hip;0.152181;
lowerBody;0.3381;
body;0.58075;
lowerLegLeft;0.267281;
upperLegLeft;0.446489;
upperLegRight;0.397157;
lowerLegRight;0.364146;
forearmLeft;0.234401;
upperarmLeft;0.271569;
shoulderHalfLeft;0.180051;
neck;0.0778171;
shoulderHalfRight;0.201504;
upperarmRight;0.213146;
forearmRight;0.200492;
shoulder;0.364254;
upperBody;0.242656;
hip;0.152191;
lowerBody;0.338085;
body;0.580705;
lowerLegLeft;0.267581;
upperLegLeft;0.446397;
upperLegRight;0.396713;
lowerLegRight;0.364871;
forearmLeft;0.234349;
upperarmLeft;0.271324;
shoulderHalfLeft;0.179995;
neck;0.0778173;
shoulderHalfRight;0.20131;
upperarmRight;0.213127;
forearmRight;0.200512;
shoulder;0.363943;
upperBody;0.242648;
hip;0.152167;
lowerBody;0.338076;
body;0.580687;
lowerLegLeft;0.267928;
upperLegLeft;0.445937;
upperLegRight;0.396964;
lowerLegRight;0.36454;
forearmLeft;0.234273;
upperarmLeft;0.271287;
shoulderHalfLeft;0.180021;
neck;0.077824;
shoulderHalfRight;0.201133;
upperarmRight;0.21338;
forearmRight;0.200514;
shoulder;0.363724;
upperBody;0.242667;
hip;0.152168;
lowerBody;0.338129;
body;0.580759;
lowerLegLeft;0.267735;
upperLegLeft;0.446011;
upperLegRight;0.396755;
lowerLegRight;0.364579;
forearmLeft;0.234284;
upperarmLeft;0.27099;
shoulderHalfLeft;0.180068;
neck;0.077833;
shoulderHalfRight;0.201009;
upperarmRight;0.213639;
forearmRight;0.200528;
shoulder;0.3636;
upperBody;0.242684;
hip;0.152137;
lowerBody;0.338175;
body;0.580822;
lowerLegLeft;0.267699;
upperLegLeft;0.445805;
upperLegRight;0.397031;
lowerLegRight;0.364246;
forearmLeft;0.234246;
upperarmLeft;0.270859;
shoulderHalfLeft;0.180124;
neck;0.0778052;
shoulderHalfRight;0.200834;
upperarmRight;0.21387;
forearmRight;0.200532;
shoulder;0.363467;
upperBody;0.242641;
hip;0.152078;
lowerBody;0.338101;
body;0.580706;
lowerLegLeft;0.268197;
upperLegLeft;0.44604;
upperLegRight;0.397463;
lowerLegRight;0.364296;
forearmLeft;0.234218;
upperarmLeft;0.270849;
shoulderHalfLeft;0.180068;
neck;0.0778213;
shoulderHalfRight;0.200671;
upperarmRight;0.213354;
forearmRight;0.20053;
shoulder;0.36327;
upperBody;0.242666;
hip;0.152041;
lowerBody;0.33815;
body;0.58078;
lowerLegLeft;0.268236;
upperLegLeft;0.445806;
upperLegRight;0.398175;
lowerLegRight;0.363641;
forearmLeft;0.234256;
upperarmLeft;0.270684;
shoulderHalfLeft;0.180124;
neck;0.0778292;
shoulderHalfRight;0.200522;
upperarmRight;0.213545;
forearmRight;0.200543;
shoulder;0.363161;
upperBody;0.242684;
hip;0.152052;
lowerBody;0.338187;
body;0.580835;
lowerLegLeft;0.267819;
upperLegLeft;0.445663;
upperLegRight;0.396833;
lowerLegRight;0.364448;
forearmLeft;0.234272;
upperarmLeft;0.270649;
shoulderHalfLeft;0.180124;
neck;0.0778407;
shoulderHalfRight;0.20045;
upperarmRight;0.213861;
forearmRight;0.200547;
shoulder;0.363046;
upperBody;0.242709;
hip;0.152076;
lowerBody;0.338313;
body;0.580987;
lowerLegLeft;0.267566;
upperLegLeft;0.445498;
upperLegRight;0.396179;
lowerLegRight;0.364797;
forearmLeft;0.234284;
upperarmLeft;0.270571;
shoulderHalfLeft;0.18012;
neck;0.0778381;
shoulderHalfRight;0.201661;
upperarmRight;0.211822;
forearmRight;0.200533;
shoulder;0.364915;
upperBody;0.242703;
hip;0.152033;
lowerBody;0.338284;
body;0.580951;
lowerLegLeft;0.26767;
upperLegLeft;0.445452;
upperLegRight;0.395904;
lowerLegRight;0.365071;
forearmLeft;0.2343;
upperarmLeft;0.270445;
shoulderHalfLeft;0.180085;
neck;0.0778364;
shoulderHalfRight;0.201303;
upperarmRight;0.212346;
forearmRight;0.200555;
shoulder;0.364382;
upperBody;0.242695;
hip;0.151965;
lowerBody;0.338305;
body;0.580964;
lowerLegLeft;0.267904;
upperLegLeft;0.444789;
upperLegRight;0.396709;
lowerLegRight;0.364047;
forearmLeft;0.234344;
upperarmLeft;0.270372;
shoulderHalfLeft;0.180089;
neck;0.0778418;
shoulderHalfRight;0.201115;
upperarmRight;0.212494;
forearmRight;0.200545;
shoulder;0.364079;
upperBody;0.242703;
hip;0.151961;
lowerBody;0.338306;
body;0.580974;
lowerLegLeft;0.2677;
upperLegLeft;0.444828;
upperLegRight;0.396147;
lowerLegRight;0.364304;
forearmLeft;0.234382;
upperarmLeft;0.270304;
shoulderHalfLeft;0.180068;
neck;0.0778445;
shoulderHalfRight;0.201017;
upperarmRight;0.212651;
forearmRight;0.200557;
shoulder;0.363857;
upperBody;0.242712;
hip;0.151986;
lowerBody;0.338319;
body;0.580996;
lowerLegLeft;0.267523;
upperLegLeft;0.444968;
upperLegRight;0.396852;
lowerLegRight;0.363771;
forearmLeft;0.234247;
upperarmLeft;0.270453;
shoulderHalfLeft;0.180064;
neck;0.077858;
shoulderHalfRight;0.200835;
upperarmRight;0.212971;
forearmRight;0.200571;
shoulder;0.363634;
upperBody;0.242734;
hip;0.151969;
lowerBody;0.338327;
body;0.581027;
lowerLegLeft;0.267438;
upperLegLeft;0.444904;
upperLegRight;0.397196;
lowerLegRight;0.363411;
forearmLeft;0.234252;
upperarmLeft;0.270487;
shoulderHalfLeft;0.180043;
neck;0.0778631;
shoulderHalfRight;0.20074;
upperarmRight;0.213385;
forearmRight;0.200585;
shoulder;0.363453;
upperBody;0.242741;
hip;0.152006;
lowerBody;0.338355;
body;0.581061;
lowerLegLeft;0.267048;
upperLegLeft;0.444822;
upperLegRight;0.397245;
lowerLegRight;0.36305;
forearmLeft;0.234264;
upperarmLeft;0.270409;
shoulderHalfLeft;0.180083;
neck;0.077838;
shoulderHalfRight;0.20169;
upperarmRight;0.21189;
forearmRight;0.200589;
shoulder;0.365005;
upperBody;0.242688;
hip;0.152149;
lowerBody;0.338113;
body;0.580767;
lowerLegLeft;0.266822;
upperLegLeft;0.445371;
upperLegRight;0.397402;
lowerLegRight;0.363233;
forearmLeft;0.234325;
upperarmLeft;0.270314;
shoulderHalfLeft;0.180117;
neck;0.0778304;
shoulderHalfRight;0.201385;
upperarmRight;0.2125;
forearmRight;0.200606;
shoulder;0.364552;
upperBody;0.24265;
hip;0.152306;
lowerBody;0.33803;
body;0.580646;
lowerLegLeft;0.267023;
upperLegLeft;0.445559;
upperLegRight;0.39819;
lowerLegRight;0.362874;
forearmLeft;0.234324;
upperarmLeft;0.270351;
shoulderHalfLeft;0.180115;
neck;0.0778313;
shoulderHalfRight;0.201109;
upperarmRight;0.212941;
forearmRight;0.200615;
shoulder;0.364146;
upperBody;0.242643;
hip;0.152214;
lowerBody;0.33801;
body;0.580619;
lowerLegLeft;0.267581;
upperLegLeft;0.445148;
upperLegRight;0.39792;
lowerLegRight;0.363136;
forearmLeft;0.234326;
upperarmLeft;0.270282;
shoulderHalfLeft;0.180129;
neck;0.077832;
shoulderHalfRight;0.200873;
upperarmRight;0.21331;
forearmRight;0.200632;
shoulder;0.363834;
upperBody;0.242643;
hip;0.152214;
lowerBody;0.338019;
body;0.580628;
lowerLegLeft;0.268304;
upperLegLeft;0.44523;
upperLegRight;0.397959;
lowerLegRight;0.363351;
forearmLeft;0.234294;
upperarmLeft;0.270202;
shoulderHalfLeft;0.18002;
neck;0.0777646;
shoulderHalfRight;0.201942;
upperarmRight;0.212499;
forearmRight;0.200653;
shoulder;0.365498;
upperBody;0.242508;
hip;0.152303;
lowerBody;0.337777;
body;0.580251;
lowerLegLeft;0.267256;
upperLegLeft;0.44553;
upperLegRight;0.397922;
lowerLegRight;0.364497;
forearmLeft;0.234228;
upperarmLeft;0.270184;
shoulderHalfLeft;0.180011;
neck;0.0777637;
shoulderHalfRight;0.201509;
upperarmRight;0.213094;
forearmRight;0.200661;
shoulder;0.364804;
upperBody;0.242507;
hip;0.152329;
lowerBody;0.337755;
body;0.580228;
lowerLegLeft;0.266905;
upperLegLeft;0.445979;
upperLegRight;0.40098;
lowerLegRight;0.361843;
forearmLeft;0.234219;
upperarmLeft;0.27018;
shoulderHalfLeft;0.179992;
neck;0.0777598;
shoulderHalfRight;0.201129;
upperarmRight;0.213651;
